# RaceVideoToLog v2.6.1
# video_hash=da1e455f100f50a2, video=test5.mp4
# roi=843,993,948,1025, format=km/h, frame_start=362, frame_end=7585
# max_speed=400.0, max_accel=40.0, div=1, target_h=48, pad=0, buffer=16, fps=59.767
# backend=TensorRT, model=v6_small, video_backend=decord
# pinned=13
# stats: total=7223, trusted=6801, corrected=311
# timing: ocr=22.6s, decode=18.2s, inference=21.5s, correction=2.1s, total=25.4s
2819,1696.74,192,21
2820,1697.63,193,21
2821,1698.53,193,21
2822,1699.43,194,21
2823,1700.33,194,21
2824,1701.24,195,21
2825,1702.14,195,21
2826,1703.05,196,21
2827,1703.96,197,21
2828,1704.88,197,21
2829,1705.80,198,21
2830,1706.72,198,21
2831,1707.64,199,21
2832,1708.57,199,21
2833,1709.49,200,21
2834,1710.42,200,21
2835,1711.35,201,21
2836,1712.29,202,21
2837,1713.23,202,21
2838,1714.17,203,21
2839,1715.11,203,21
2840,1716.06,204,21
2841,1717.01,204,21
2842,1717.96,205,21
2843,1718.91,205,21
2844,1719.86,205,21
2845,1720.82,205,21
2846,1721.77,206,21
2847,1722.73,207,21
2848,1723.69,207,21
2849,1724.66,208,21
2850,1725.62,208,21
2851,1726.59,209,21
2852,1727.56,209,21
2853,1728.54,210,21
2854,1729.52,211,21
2855,1730.50,211,21
2856,1731.48,211,21
2857,1732.46,211,21
2858,1733.44,212,21
2859,1734.43,212,21
2860,1735.41,213,21
2861,1736.40,213,21
2862,1737.40,214,21
2863,1738.39,214,21
2864,1739.39,215,21
2865,1740.39,215,21
2866,1741.39,215,21
2867,1742.39,216,21
2868,1743.39,216,21
2869,1744.40,217,21
2870,1745.41,217,21
2871,1746.42,218,21
2872,1747.43,218,21
2873,1748.45,219,21
2874,1749.46,219,21
2875,1750.48,219,21
2876,1751.50,220,21
2877,1752.52,220,21
2878,1753.55,221,21
2879,1754.58,221,21
2880,1755.61,222,21
2881,1756.64,222,21
2882,1757.67,223,21
2883,1758.71,223,21
2884,1759.75,223,21
2885,1760.78,224,21
2886,1761.82,224,21
2887,1762.87,225,21
2888,1763.91,225,21
2889,1764.96,226,21
2890,1766.01,226,21
2891,1767.06,226,21
2892,1768.12,227,21
2893,1769.17,227,21
2894,1770.23,228,21
2895,1771.29,228,21
2896,1772.35,229,21
2897,1773.41,229,21
2898,1774.48,229,21
2899,1775.54,230,21
2900,1776.61,230,21
2901,1777.68,230,21
2902,1778.75,230,21
2903,1779.82,229,21
2904,1780.88,229,21
2905,1781.94,228,21
2906,1783.00,228,21
2907,1784.06,227,21
2908,1785.12,227,21
2909,1786.17,225,21
2910,1787.21,224,21
2911,1788.25,224,21
2912,1789.29,222,21
2913,1790.32,222,21
2914,1791.35,221,21
2915,1792.38,221,21
2916,1793.40,220,21
2917,1794.42,218,21
2918,1795.43,218,21
2919,1796.44,217,21
2920,1797.45,217,21
2921,1798.46,215,21
2922,1799.45,215,21
2923,1800.45,213,21
2924,1801.44,213,21
2925,1802.42,211,21
2926,1803.40,211,21
2927,1804.38,210,21
2928,1805.36,209,21
2929,1806.33,209,21
2930,1807.30,208,21
2931,1808.26,208,21
2932,1809.23,206,21
2933,1810.18,206,21
2934,1811.14,205,21
2935,1812.09,203,21
2936,1813.03,203,21
2937,1813.97,202,21
2938,1814.91,202,21
2939,1815.84,200,21
2940,1816.77,200,21
2941,1817.70,199,21
2942,1818.63,199,21
2943,1819.55,198,21
2944,1820.47,198,21
2945,1821.39,197,21
2946,1822.30,196,21
2947,1823.21,196,21
2948,1824.12,195,21
2949,1825.03,195,21
2950,1825.93,193,21
2951,1826.82,193,21
2952,1827.72,191,21
2953,1828.60,191,21
2954,1829.49,190,21
2955,1830.37,188,21
2956,1831.24,188,21
2957,1832.11,187,21
2958,1832.98,187,21
2959,1833.85,186,21
2960,1834.71,186,21
2961,1835.58,185,21
2962,1836.43,184,21
2963,1837.29,184,21
2964,1838.14,183,21
2965,1838.99,183,21
2966,1839.84,183,21
2967,1840.69,183,21
2968,1841.54,182,21
2969,1842.39,182,21
2970,1843.23,181,21
2971,1844.07,181,21
2972,1844.91,180,21
2973,1845.75,180,21
2974,1846.58,180,21
2975,1847.42,180,21
2976,1848.26,180,21
2977,1849.09,179,21
2978,1849.92,179,21
2979,1850.76,179,21
2980,1851.59,179,21
2981,1852.42,178,21
2982,1853.24,178,21
2983,1854.07,178,21
2984,1854.90,177,21
2985,1855.72,177,21
2986,1856.54,177,21
2987,1857.36,177,21
2988,1858.19,177,21
2989,1859.01,177,21
2990,1859.83,177,21
2991,1860.65,177,21
2992,1861.48,177,21
2993,1862.30,176,21
2994,1863.12,176,21
2995,1863.93,176,21
2996,1864.75,176,21
2997,1865.57,176,21
2998,1866.39,176,21
2999,1867.21,176,21
3000,1868.02,175,21
3001,1868.83,175,21
3002,1869.65,175,21
3003,1870.46,175,21
3004,1871.27,174,21
3005,1872.08,174,21
3006,1872.89,174,21
3007,1873.70,174,21
3008,1874.50,173,21
3009,1875.31,173,21
3010,1876.11,173,21
3011,1876.92,173,21
3012,1877.72,172,21
3013,1878.52,172,21
3014,1879.32,172,21
3015,1880.11,171,21
3016,1880.91,171,21
3017,1881.70,171,21
3018,1882.50,171,21
3019,1883.29,170,21
3020,1884.08,170,21
3021,1884.87,170,21
3022,1885.66,170,21
3023,1886.45,169,21
3024,1887.23,169,21
3025,1888.02,169,21
3026,1888.80,168,21
3027,1889.58,168,21
3028,1890.36,167,21
3029,1891.14,167,21
3030,1891.91,166,21
3031,1892.68,166,21
3032,1893.45,165,21
3033,1894.22,164,21
3034,1894.98,164,21
3035,1895.74,164,21
3036,1896.50,164,21
3037,1897.26,163,21
3038,1898.02,163,21
3039,1898.78,162,21
3040,1899.53,162,21
3041,1900.28,161,21
3042,1901.03,161,21
3043,1901.77,160,21
3044,1902.52,160,21
3045,1903.26,160,21
3046,1904.00,159,21
3047,1904.74,159,21
3048,1905.48,159,21
3049,1906.22,159,21
3050,1906.96,158,21
3051,1907.69,158,21
3052,1908.43,158,21
3053,1909.16,158,21
3054,1909.89,158,21
3055,1910.63,158,21
3056,1911.36,158,21
3057,1912.10,158,21
3058,1912.83,158,21
3059,1913.57,158,21
3060,1914.30,158,21
3061,1915.03,158,21
3062,1915.77,158,21
3063,1916.50,158,21
3064,1917.24,158,21
3065,1917.97,158,21
3066,1918.71,158,21
3067,1919.44,158,21
3068,1920.18,159,21
3069,1920.92,159,21
3070,1921.65,159,21
3071,1922.39,159,21
3072,1923.13,159,21
3073,1923.87,159,21
3074,1924.61,159,21
3075,1925.35,159,21
3076,1926.09,159,21
3077,1926.83,158,21
3078,1927.56,158,21
3079,1928.29,158,21
3080,1929.03,158,21
3081,1929.76,158,21
3082,1930.50,158,21
3083,1931.23,158,21
3084,1931.97,158,21
3085,1932.70,158,21
3086,1933.43,158,21
3087,1934.17,158,21
3088,1934.90,158,21
3089,1935.64,158,21
3090,1936.37,158,21
3091,1937.11,158,21
3092,1937.84,158,21
3093,1938.58,159,21
3094,1939.32,159,21
3095,1940.05,159,21
3096,1940.79,159,21
3097,1941.53,159,21
3098,1942.27,159,21
3099,1943.01,159,21
3100,1943.75,159,21
3101,1944.49,159,21
3102,1945.23,159,21
3103,1945.97,159,21
3104,1946.71,159,21
3105,1947.44,159,21
3106,1948.18,159,21
3107,1948.92,158,21
3108,1949.65,158,21
3109,1950.39,158,21
3110,1951.12,158,21
3111,1951.86,158,21
3112,1952.59,158,21
3113,1953.32,157,21
3114,1954.05,157,21
3115,1954.78,157,21
3116,1955.51,157,21
3117,1956.24,157,21
3118,1956.97,157,21
3119,1957.70,157,21
3120,1958.43,156,21
3121,1959.15,156,21
3122,1959.88,156,21
3123,1960.60,156,21
3124,1961.33,156,21
3125,1962.05,156,21
3126,1962.78,156,21
3127,1963.50,156,21
3128,1964.23,156,21
3129,1964.95,156,21
3130,1965.68,156,21
3131,1966.40,156,21
3132,1967.13,156,21
3133,1967.85,156,21
3134,1968.58,155,21
3135,1969.30,155,21
3136,1970.02,154,21
3137,1970.73,154,21
3138,1971.45,154,21
3139,1972.16,154,21
3140,1972.88,154,21
3141,1973.59,154,21
3142,1974.31,153,21
3143,1975.02,153,21
3144,1975.73,153,21
3145,1976.44,152,21
3146,1977.15,152,21
3147,1977.85,152,21
3148,1978.56,152,21
3149,1979.26,152,21
3150,1979.97,152,21
3151,1980.68,152,21
3152,1981.38,152,21
3153,1982.09,152,21
3154,1982.80,152,21
3155,1983.50,152,21
3156,1984.21,152,21
3157,1984.92,152,21
3158,1985.62,152,21
3159,1986.33,153,21
3160,1987.04,153,21
3161,1987.75,153,21
3162,1988.46,153,21
3163,1989.17,152,21
3164,1989.88,152,21
3165,1990.59,152,21
3166,1991.29,152,21
3167,1992.00,152,21
3168,1992.71,152,21
3169,1993.41,152,21
3170,1994.12,151,21
3171,1994.82,151,21
3172,1995.52,151,21
3173,1996.22,151,21
3174,1996.92,150,21
3175,1997.62,150,21
3176,1998.32,150,21
3177,1999.01,149,21
3178,1999.70,149,21
3179,2000.40,149,21
3180,2001.09,149,21
3181,2001.78,149,11
3182,2002.47,148,11
3183,2003.16,148,11
3184,2003.84,147,11
3185,2004.53,147,21
3186,2005.21,147,21
3187,2005.89,147,21
3188,2006.57,146,21
3189,2007.25,146,21
3190,2007.93,146,21
3191,2008.61,146,21
3192,2009.29,145,21
3193,2009.96,145,21
3194,2010.63,145,21
3195,2011.31,145,21
3196,2011.98,145,21
3197,2012.65,144,21
3198,2013.32,144,21
3199,2013.99,144,21
3200,2014.66,144,21
3201,2015.33,144,21
3202,2016.00,144,21
3203,2016.67,144,21
3204,2017.34,144,21
3205,2018.01,144,21
3206,2018.68,144,21
3207,2019.35,144,21
3208,2020.02,144,21
3209,2020.68,144,21
3210,2021.35,144,21
3211,2022.02,144,21
3212,2022.69,143,21
3213,2023.35,143,21
3214,2024.02,143,21
3215,2024.68,143,21
3216,2025.35,143,21
3217,2026.01,142,21
3218,2026.67,142,21
3219,2027.33,142,21
3220,2027.99,142,21
3221,2028.65,142,21
3222,2029.31,142,21
3223,2029.97,141,21
3224,2030.62,141,21
3225,2031.28,141,21
3226,2031.93,141,21
3227,2032.59,141,21
3228,2033.24,140,21
3229,2033.89,140,21
3230,2034.54,140,21
3231,2035.19,140,21
3232,2035.85,140,21
3233,2036.49,139,21
3234,2037.14,139,21
3235,2037.79,139,21
3236,2038.43,139,21
3237,2039.08,138,21
3238,2039.72,138,21
3239,2040.36,138,21
3240,2041.00,138,21
3241,2041.64,137,21
3242,2042.28,137,21
3243,2042.91,137,21
3244,2043.55,137,21
3245,2044.19,137,21
3246,2044.82,136,21
3247,2045.45,136,21
3248,2046.08,136,21
3249,2046.72,137,21
3250,2047.35,137,21
3251,2047.99,137,21
3252,2048.63,137,21
3253,2049.27,137,21
3254,2049.90,137,21
3255,2050.54,137,21
3256,2051.18,137,21
3257,2051.81,138,21
3258,2052.46,138,21
3259,2053.10,138,21
3260,2053.74,139,21
3261,2054.39,139,21
3262,2055.03,139,21
3263,2055.68,139,21
3264,2056.33,140,21
3265,2056.98,140,21
3266,2057.63,140,21
3267,2058.28,140,21
3268,2058.93,141,21
3269,2059.59,141,21
3270,2060.24,141,21
3271,2060.90,141,21
3272,2061.55,141,21
3273,2062.21,142,21
3274,2062.87,142,21
3275,2063.53,142,21
3276,2064.19,143,21
3277,2064.86,143,21
3278,2065.52,143,21
3279,2066.19,143,21
3280,2066.85,143,21
3281,2067.52,143,21
3282,2068.18,144,21
3283,2068.85,144,21
3284,2069.52,144,21
3285,2070.19,144,21
3286,2070.86,144,21
3287,2071.53,144,21
3288,2072.20,144,21
3289,2072.87,145,21
3290,2073.54,145,21
3291,2074.22,145,21
3292,2074.89,145,21
3293,2075.57,145,21
3294,2076.24,145,21
3295,2076.92,146,21
3296,2077.59,146,21
3297,2078.27,146,21
3298,2078.95,146,21
3299,2079.63,146,21
3300,2080.31,147,21
3301,2080.99,147,21
3302,2081.68,147,21
3303,2082.36,147,21
3304,2083.04,147,11
3305,2083.73,147,11
3306,2084.41,148,11
3307,2085.10,148,11
3308,2085.79,148,11
3309,2086.48,149,11
3310,2087.17,149,11
3311,2087.86,149,21
3312,2088.56,149,21
3313,2089.25,149,21
3314,2089.94,149,21
3315,2090.63,149,21
3316,2091.33,149,21
3317,2092.02,149,21
3318,2092.71,150,21
3319,2093.41,150,21
3320,2094.11,150,21
3321,2094.80,150,21
3322,2095.50,151,21
3323,2096.21,151,21
3324,2096.91,151,21
3325,2097.61,152,21
3326,2098.32,152,21
3327,2099.03,153,21
3328,2099.74,153,21
3329,2100.45,153,21
3330,2101.16,153,21
3331,2101.87,154,21
3332,2102.59,155,21
3333,2103.31,155,21
3334,2104.04,156,21
3335,2104.76,156,21
3336,2105.49,157,21
3337,2106.22,157,21
3338,2106.95,157,21
3339,2107.68,157,21
3340,2108.41,158,21
3341,2109.15,159,21
3342,2109.88,159,21
3343,2110.63,160,21
3344,2111.37,160,21
3345,2112.12,161,21
3346,2112.86,161,21
3347,2113.61,162,21
3348,2114.37,162,21
3349,2115.12,163,21
3350,2115.88,163,21
3351,2116.64,163,21
3352,2117.40,164,21
3353,2118.16,164,21
3354,2118.92,165,21
3355,2119.69,165,21
3356,2120.46,165,21
3357,2121.22,165,21
3358,2121.99,166,21
3359,2122.77,167,21
3360,2123.54,167,21
3361,2124.32,168,21
3362,2125.10,168,21
3363,2125.88,168,21
3364,2126.66,168,21
3365,2127.45,169,21
3366,2128.23,169,21
3367,2129.02,170,21
3368,2129.81,171,21
3369,2130.61,171,21
3370,2131.41,172,21
3371,2132.20,172,21
3372,2133.01,173,21
3373,2133.81,173,21
3374,2134.62,174,21
3375,2135.43,174,21
3376,2136.23,174,21
3377,2137.05,175,21
3378,2137.86,175,21
3379,2138.67,176,21
3380,2139.49,176,21
3381,2140.31,177,21
3382,2141.13,177,21
3383,2141.96,178,11
3384,2142.79,178,11
3385,2143.62,179,21
3386,2144.45,180,21
3387,2145.29,180,21
3388,2146.13,181,21
3389,2146.97,181,21
3390,2147.81,182,21
3391,2148.66,182,21
3392,2149.51,183,21
3393,2150.36,183,21
3394,2151.21,184,21
3395,2152.07,185,21
3396,2152.93,185,21
3397,2153.79,186,21
3398,2154.65,186,21
3399,2155.52,187,21
3400,2156.39,187,21
3401,2157.26,188,21
3402,2158.13,188,21
3403,2159.01,189,21
3404,2159.89,189,21
3405,2160.77,189,21
3406,2161.64,188,11
3407,2162.51,187,11
3408,2163.38,186,21
3409,2164.25,186,21
3410,2165.11,185,21
3411,2165.97,185,21
3412,2166.82,183,21
3413,2167.67,182,21
3414,2168.52,182,21
3415,2169.36,180,21
3416,2170.19,180,21
3417,2171.03,179,21
3418,2171.86,179,21
3419,2172.69,177,21
3420,2173.51,177,21
3421,2174.33,175,21
3422,2175.14,173,21
3423,2175.94,173,21
3424,2176.74,172,21
3425,2177.54,172,21
3426,2178.34,170,21
3427,2179.13,170,21
3428,2179.91,168,21
3429,2180.69,168,21
3430,2181.47,166,21
3431,2182.24,164,21
3432,2183.00,164,21
3433,2183.76,163,21
3434,2184.52,163,21
3435,2185.27,161,21
3436,2186.02,161,21
3437,2186.76,160,21
3438,2187.51,160,21
3439,2188.25,158,21
3440,2188.98,157,21
3441,2189.71,157,21
3442,2190.43,155,21
3443,2191.15,155,21
3444,2191.87,154,21
3445,2192.59,154,21
3446,2193.30,153,21
3447,2194.01,153,21
3448,2194.72,151,21
3449,2195.42,150,21
3450,2196.11,150,21
3451,2196.81,149,11
3452,2197.50,148,11
3453,2198.18,147,21
3454,2198.87,147,21
3455,2199.55,146,21
3456,2200.23,146,21
3457,2200.90,144,21
3458,2201.57,143,21
3459,2202.23,143,21
3460,2202.90,142,21
3461,2203.56,142,21
3462,2204.21,141,21
3463,2204.87,141,21
3464,2205.52,140,21
3465,2206.17,140,21
3466,2206.82,138,21
3467,2207.46,137,21
3468,2208.09,137,21
3469,2208.73,136,21
3470,2209.36,136,21
3471,2209.99,135,21
3472,2210.62,135,21
3473,2211.24,133,21
3474,2211.86,133,21
3475,2212.47,132,21
3476,2213.09,131,21
3477,2213.69,131,21
3478,2214.30,129,21
3479,2214.90,129,21
3480,2215.49,128,21
3481,2216.09,128,21
3482,2216.68,127,21
3483,2217.27,126,21
3484,2217.85,125,21
3485,2218.43,125,21
3486,2219.01,124,21
3487,2219.59,124,21
3488,2220.17,124,21
3489,2220.74,124,21
3490,2221.32,123,21
3491,2221.89,123,21
3492,2222.46,123,21
3493,2223.03,122,21
3494,2223.60,122,21
3495,2224.16,122,21
3496,2224.73,122,21
3497,2225.29,121,21
3498,2225.86,121,21
3499,2226.42,121,21
3500,2226.98,121,21
3501,2227.54,121,21
3502,2228.10,120,21
3503,2228.66,120,21
3504,2229.22,120,21
3505,2229.78,120,21
3506,2230.33,120,21
3507,2230.89,120,21
3508,2231.45,119,21
3509,2232.00,119,21
3510,2232.55,119,21
3511,2233.11,119,21
3512,2233.66,119,21
3513,2234.21,119,21
3514,2234.77,119,21
3515,2235.32,119,11
3516,2235.87,118,11
3517,2236.42,118,11
3518,2236.97,118,11
3519,2237.51,117,11
3520,2238.06,117,21
3521,2238.60,117,21
3522,2239.14,117,21
3523,2239.69,117,21
3524,2240.23,116,21
3525,2240.77,116,21
3526,2241.31,116,21
3527,2241.85,116,21
3528,2242.39,116,21
3529,2242.92,115,21
3530,2243.46,115,21
3531,2243.99,115,21
3532,2244.53,115,21
3533,2245.06,115,21
3534,2245.60,115,21
3535,2246.13,115,21
3536,2246.66,115,21
3537,2247.20,115,21
3538,2247.73,115,21
3539,2248.27,115,21
3540,2248.80,115,21
3541,2249.34,115,21
3542,2249.87,115,21
3543,2250.41,115,21
3544,2250.94,115,21
3545,2251.47,115,21
3546,2252.01,115,21
3547,2252.54,115,21
3548,2253.08,115,21
3549,2253.61,116,21
3550,2254.15,116,21
3551,2254.69,116,21
3552,2255.23,116,21
3553,2255.77,116,21
3554,2256.31,116,21
3555,2256.85,116,21
3556,2257.39,116,21
3557,2257.93,116,21
3558,2258.47,117,21
3559,2259.01,117,21
3560,2259.56,117,21
3561,2260.10,117,21
3562,2260.64,117,21
3563,2261.19,117,21
3564,2261.73,117,11
3565,2262.28,117,11
3566,2262.82,118,11
3567,2263.37,118,11
3568,2263.92,118,11
3569,2264.47,119,11
3570,2265.02,119,11
3571,2265.58,119,21
3572,2266.13,119,21
3573,2266.68,119,21
3574,2267.23,119,21
3575,2267.79,119,21
3576,2268.34,119,21
3577,2268.89,119,21
3578,2269.45,120,21
3579,2270.01,120,21
3580,2270.56,120,21
3581,2271.12,120,21
3582,2271.68,120,21
3583,2272.24,120,21
3584,2272.80,120,21
3585,2273.36,121,21
3586,2273.92,121,21
3587,2274.48,121,21
3588,2275.04,121,21
3589,2275.61,121,21
3590,2276.17,121,21
3591,2276.73,122,21
3592,2277.30,122,21
3593,2277.87,122,21
3594,2278.44,123,21
3595,2279.01,123,21
3596,2279.58,123,21
3597,2280.15,123,21
3598,2280.72,123,21
3599,2281.29,123,21
3600,2281.87,123,21
3601,2282.44,123,21
3602,2283.01,123,21
3603,2283.58,123,21
3604,2284.15,123,21
3605,2284.72,123,21
3606,2285.30,123,21
3607,2285.87,123,21
3608,2286.44,123,21
3609,2287.01,123,21
3610,2287.58,123,21
3611,2288.15,123,21
3612,2288.73,123,21
3613,2289.30,123,21
3614,2289.87,123,21
3615,2290.44,123,21
3616,2291.01,123,21
3617,2291.58,123,21
3618,2292.16,124,21
3619,2292.73,124,21
3620,2293.31,124,21
3621,2293.89,124,21
3622,2294.46,124,21
3623,2295.04,125,21
3624,2295.62,125,21
3625,2296.20,125,21
3626,2296.79,126,21
3627,2297.37,126,21
3628,2297.96,126,21
3629,2298.54,126,21
3630,2299.13,126,21
3631,2299.71,126,21
3632,2300.30,127,21
3633,2300.89,127,21
3634,2301.48,127,21
3635,2302.07,127,21
3636,2302.66,127,21
3637,2303.25,126,21
3638,2303.84,126,21
3639,2304.42,126,21
3640,2305.01,126,21
3641,2305.59,126,21
3642,2306.18,126,21
3643,2306.76,125,21
3644,2307.34,125,21
3645,2307.92,125,21
3646,2308.50,124,21
3647,2309.08,124,21
3648,2309.66,124,21
3649,2310.23,124,21
3650,2310.81,123,21
3651,2311.38,123,21
3652,2311.95,123,21
3653,2312.52,123,21
3654,2313.09,123,21
3655,2313.66,122,21
3656,2314.23,122,21
3657,2314.80,122,21
3658,2315.36,122,21
3659,2315.93,122,21
3660,2316.50,122,21
3661,2317.06,121,21
3662,2317.62,121,21
3663,2318.19,121,21
3664,2318.75,121,21
3665,2319.31,121,21
3666,2319.87,120,21
3667,2320.43,120,21
3668,2320.99,120,21
3669,2321.54,119,21
3670,2322.10,119,21
3671,2322.65,119,21
3672,2323.20,119,11
3673,2323.75,119,11
3674,2324.31,119,11
3675,2324.86,119,11
3676,2325.41,119,11
3677,2325.97,119,11
3678,2326.52,119,11
3679,2327.07,119,11
3680,2327.63,119,11
3681,2328.18,119,11
3682,2328.73,119,11
3683,2329.29,119,21
3684,2329.84,119,21
3685,2330.39,119,21
3686,2330.94,119,21
3687,2331.50,119,21
3688,2332.05,119,21
3689,2332.60,119,21
3690,2333.16,120,21
3691,2333.72,120,21
3692,2334.27,120,21
3693,2334.83,120,21
3694,2335.39,120,21
3695,2335.95,120,21
3696,2336.51,120,21
3697,2337.06,120,21
3698,2337.62,120,21
3699,2338.18,120,21
3700,2338.74,120,21
3701,2339.29,120,21
3702,2339.85,120,21
3703,2340.41,120,21
3704,2340.97,120,21
3705,2341.52,120,21
3706,2342.08,119,21
3707,2342.63,119,21
3708,2343.19,119,21
3709,2343.74,119,21
3710,2344.29,119,21
3711,2344.85,119,21
3712,2345.40,119,21
3713,2345.95,119,21
3714,2346.50,119,11
3715,2347.06,119,11
3716,2347.61,119,11
3717,2348.16,118,11
3718,2348.71,118,11
3719,2349.26,118,11
3720,2349.81,118,11
3721,2350.36,118,11
3722,2350.90,118,11
3723,2351.45,117,11
3724,2351.99,117,11
3725,2352.54,117,11
3726,2353.08,117,21
3727,2353.63,117,21
3728,2354.17,117,21
3729,2354.71,117,21
3730,2355.26,117,21
3731,2355.80,117,21
3732,2356.34,116,21
3733,2356.88,116,21
3734,2357.42,116,21
3735,2357.96,115,21
3736,2358.49,115,21
3737,2359.03,115,21
3738,2359.56,115,21
3739,2360.09,115,21
3740,2360.63,115,21
3741,2361.16,114,21
3742,2361.69,114,21
3743,2362.22,114,21
3744,2362.75,114,21
3745,2363.28,114,21
3746,2363.81,113,21
3747,2364.33,113,21
3748,2364.86,113,21
3749,2365.38,113,21
3750,2365.91,113,21
3751,2366.43,113,21
3752,2366.96,114,21
3753,2367.49,114,21
3754,2368.02,114,21
3755,2368.55,114,21
3756,2369.08,114,21
3757,2369.61,115,21
3758,2370.15,115,21
3759,2370.68,115,21
3760,2371.22,115,21
3761,2371.75,116,21
3762,2372.29,116,21
3763,2372.83,116,21
3764,2373.37,117,21
3765,2373.92,117,21
3766,2374.46,117,21
3767,2375.00,117,21
3768,2375.55,117,11
3769,2376.09,118,11
3770,2376.64,119,11
3771,2377.20,119,21
3772,2377.75,119,21
3773,2378.31,120,21
3774,2378.86,120,21
3775,2379.42,120,21
3776,2379.98,120,21
3777,2380.54,121,21
3778,2381.10,121,21
3779,2381.66,121,21
3780,2382.23,122,21
3781,2382.80,122,21
3782,2383.37,123,21
3783,2383.94,123,21
3784,2384.51,124,21
3785,2385.09,124,21
3786,2385.66,124,21
3787,2386.24,124,21
3788,2386.82,125,21
3789,2387.40,126,21
3790,2387.99,126,21
3791,2388.58,127,21
3792,2389.17,127,21
3793,2389.76,127,21
3794,2390.35,127,21
3795,2390.94,128,21
3796,2391.53,128,21
3797,2392.13,129,21
3798,2392.73,130,21
3799,2393.34,130,21
3800,2393.94,131,21
3801,2394.55,131,21
3802,2395.16,131,21
3803,2395.77,131,21
3804,2396.38,132,21
3805,2396.99,132,21
3806,2397.61,133,21
3807,2398.23,134,21
3808,2398.85,134,21
3809,2399.48,135,21
3810,2400.11,135,21
3811,2400.74,136,21
3812,2401.37,136,21
3813,2402.00,136,21
3814,2402.63,136,21
3815,2403.27,137,21
3816,2403.91,138,21
3817,2404.55,138,21
3818,2405.19,139,21
3819,2405.84,139,21
3820,2406.48,140,21
3821,2407.14,140,21
3822,2407.78,139,21
3823,2408.43,139,21
3824,2409.07,138,21
3825,2409.71,137,21
3826,2410.35,137,21
3827,2410.98,135,21
3828,2411.61,135,21
3829,2412.23,134,21
3830,2412.86,134,21
3831,2413.48,132,21
3832,2414.09,132,21
3833,2414.70,131,21
3834,2415.30,129,21
3835,2415.90,129,21
3836,2416.50,127,21
3837,2417.09,127,21
3838,2417.67,125,21
3839,2418.26,125,21
3840,2418.83,124,21
3841,2419.41,124,21
3842,2419.98,122,21
3843,2420.55,121,21
3844,2421.11,121,21
3845,2421.67,119,21
3846,2422.22,119,21
3847,2422.77,118,11
3848,2423.32,117,11
3849,2423.86,116,21
3850,2424.40,116,21
3851,2424.93,115,21
3852,2425.46,113,21
3853,2425.99,113,21
3854,2426.51,112,21
3855,2427.03,112,21
3856,2427.55,111,21
3857,2428.07,111,21
3858,2428.58,109,21
3859,2429.08,109,21
3860,2429.59,108,21
3861,2430.09,107,21
3862,2430.59,107,21
3863,2431.08,105,21
3864,2431.57,105,21
3865,2432.05,104,21
3866,2432.53,104,21
3867,2433.02,103,21
3868,2433.49,103,21
3869,2433.97,102,21
3870,2434.44,101,21
3871,2434.91,101,21
3872,2435.38,100,21
3873,2435.84,100,21
3874,2436.31,99,21
3875,2436.77,99,21
3876,2437.22,98,11
3877,2437.68,98,11
3878,2438.13,97,21
3879,2438.58,97,21
3880,2439.03,97,21
3881,2439.48,96,21
3882,2439.93,96,21
3883,2440.37,95,21
3884,2440.81,95,21
3885,2441.25,94,21
3886,2441.69,94,21
3887,2442.13,94,21
3888,2442.56,93,21
3889,2442.99,93,21
3890,2443.42,92,21
3891,2443.85,92,21
3892,2444.28,92,21
3893,2444.71,92,21
3894,2445.13,91,21
3895,2445.56,91,21
3896,2445.98,91,21
3897,2446.40,91,21
3898,2446.82,91,21
3899,2447.24,90,21
3900,2447.66,90,21
3901,2448.08,90,21
3902,2448.50,90,21
3903,2448.92,90,21
3904,2449.34,90,21
3905,2449.75,90,21
3906,2450.17,90,21
3907,2450.59,91,21
3908,2451.02,91,21
3909,2451.44,91,21
3910,2451.86,91,21
3911,2452.29,91,21
3912,2452.71,91,21
3913,2453.13,91,21
3914,2453.56,92,21
3915,2453.98,92,21
3916,2454.41,92,21
3917,2454.84,92,21
3918,2455.27,92,21
3919,2455.69,92,21
3920,2456.12,92,21
3921,2456.55,92,21
3922,2456.98,93,21
3923,2457.41,93,21
3924,2457.84,93,21
3925,2458.28,93,21
3926,2458.71,93,21
3927,2459.14,94,21
3928,2459.58,94,21
3929,2460.02,94,21
3930,2460.45,94,21
3931,2460.89,95,21
3932,2461.33,95,21
3933,2461.78,95,21
3934,2462.22,96,21
3935,2462.67,96,21
3936,2463.11,96,21
3937,2463.56,96,21
3938,2464.01,97,21
3939,2464.46,97,21
3940,2464.91,97,21
3941,2465.36,97,11
3942,2465.81,97,11
3943,2466.26,97,11
3944,2466.71,97,11
3945,2467.16,97,11
3946,2467.61,97,11
3947,2468.06,97,11
3948,2468.51,97,11
3949,2468.97,97,11
3950,2469.42,97,11
3951,2469.87,97,11
3952,2470.32,97,21
3953,2470.77,97,21
3954,2471.22,97,21
3955,2471.67,97,21
3956,2472.12,96,21
3957,2472.57,96,21
3958,2473.01,96,21
3959,2473.46,95,21
3960,2473.90,95,21
3961,2474.34,95,21
3962,2474.78,95,21
3963,2475.22,95,21
3964,2475.66,95,21
3965,2476.10,94,21
3966,2476.54,94,21
